
#
# Diese Daten sind Input für das Tool: PTNA - Public Transport Network Analysis (https://ptna.openstreetmap.de)
#


= Überblick über die ÖPNV-Linien des Verkehrsverbund Steiermark (Verbund Linie)

- Verweis auf diese Liste mit den [[Austria/Nahverkehr_Steiermark/Analyse/VVSt-Linien|VVSt Linien]] im OSM-Wiki.
-
- Verweis auf mehr [/de/config.php?network=AT-VVSt Informationen] zu dieser Auswertung.
-

== Quellen 
-
#
== S-Bahn
X50;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:9050:
500;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:500:
501;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:501:
503;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:503:
510;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:510:
511;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:511:
512;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:512:
514;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:514:
515;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:515:
517;bus;;;;Österreichische Postbus AG;AT-VVSt;at:stv:9517:
521;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:521:
541;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:541:
551;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:551:
555;bus;;;;Steiermarkbahn und Bus GmbH;AT-VVSt;at:stv:555:
560;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:560:
561;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:561:
565;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:565:
566;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:566:
577;bus;(Neustift bei Straden -) Tieschen - Klöch - Bad Radkersburg (- Sicheldorf - Bad Radkersburg);;;Karl Hütter GmbH;AT-VVSt;at:stv:1577:
577;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:577:
=== Bereich 6xx
600;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:600:
602;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:602:
604;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:604:
607;bus;;;;Schliefsteiner GmbH & Co KG;AT-VVSt;at:stv:607:
608;bus;;;;Schliefsteiner GmbH & Co KG;AT-VVSt;at:stv:608:
609;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:609:
610;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:610:
613;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:613:
614;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:614:
615;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:615:
619;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:619:
620;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:620:
630;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:630:
635;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:635:
640;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:640:
644;bus;Teilstrecke: Gleinstätten - Rettenberg - Reith - Sankt Andrä - Pistorf;;;Koller Bus GmbH;AT-VVSt;at:stv:1644:
644;bus;Gleinstätten - Mitterriegel (- Höch) - Gleinstätten;;;Koller Bus GmbH;AT-VVSt;at:stv:644:
645;bus;;;;Koller Bus GmbH;AT-VVSt;at:stv:645:
646;bus;;;;Koller Bus GmbH;AT-VVSt;at:stv:646:
647;bus;Teilstrecke: Heimschuh - Pernitsch - Muggenau - Heimschuh;;;Schliefsteiner GmbH & Co KG;AT-VVSt;at:stv:1647:
647;bus; Höch - Pernitsch / Unterneurath - Kitzeck - Fresing - Großklein - Kitzeck;;;Schliefsteiner GmbH & Co KG;AT-VVSt;at:stv:647:
648;bus;;;;Koller Bus GmbH;AT-VVSt;at:stv:648:
650;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:650:
655;bus;;;;Friedrich Pronegg;AT-VVSt;at:stv:655:
660;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:660:
665;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:665:
671;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:671:
681;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:1681:
681;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:681:
690;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:690:
691;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:691:
=== Bereich 7xx
701;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:1701:
701;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:701:
702;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:702:
703;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:703:
704;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:704:
708;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:708:
709;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:709:
710;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:710:
711;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:711:
712;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:712:
714;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:1714:
714;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:714:
716;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:716:
717;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:717:
718;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:718:
719;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:719:
720;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:720:
721;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:721:
722;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:722:
725;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:725:
726;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:726:
728;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:728:
730;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:730:
731;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:731:
740;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:740:
741;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:741:
742;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:742:
743;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:743:
744;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:744:
745;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:745:
746;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:746:
747;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:747:
748;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:748:
749;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:749:
750;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:750:
752;bus;;;;Klug GmbH;AT-VVSt;at:stv:752:
755;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:755:
756;bus;;;;Koller Bus GmbH;AT-VVSt;at:stv:756:
760;bus;Teilstrecke: Zeierlinger Gleinz - Freidorf - Frauental;;;Koller Bus GmbH;AT-VVSt;at:stv:4760:
760;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:760:
761;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:761:
763;bus;Teilstrecke: Frauental - Oberbergla - Frauental;;;Koller Bus GmbH;AT-VVSt;at:stv:1763:
763;bus;Krottendorf/Laßnitz - Zeierling - Frauental-Bad Gams;;;Koller Bus GmbH;AT-VVSt;at:stv:763:
769;bus;;;;Arno Fruhmann GmbH;AT-VVSt;at:stv:2769:
770;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:770:
780;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:780:
781;bus;;;;RegioBus Steiermark;AT-VVSt;at:stv:781:
783;bus;Wies (- Altenmarkt) - Wernersdorf - Wielfresen;;;Arno Fruhmann GmbH;AT-VVSt;at:stv:2783:
